ID Pemesanan,Status Pesanan,Kode Pesanan Affiliate,Waktu Pemesanan,Waktu Terselesaikan,Waktu Klik,Nama Toko,ID Shop,Tipe toko.,ID Barang,Nama Barange,ID Model,Tipe Produk,ID Promosi,L1 Kategori Global,L2 Kategori Global,L3 Kategori Global,Harga(Rp),Jumlah,Tipe Penawaran,Kampanye Partnerr,Nilai Pembelian(Rp),Jumlah Pengembalian Dana(Rp),Persentase Komisi Shopee pada Produk,Komisi Barang Shopee(Rp),Persentase Komisi XTRA pada Produk,Komisi XTRA Produk(Rp),Total Komisi per Produk(Rp),Komisi Shopee per Pesanan(Rp),Komisi XTRA per Pesanan(Rp),Total Komisi per Pesanan(Rp),Nama MCN Terhubung,ID Kontrak MCN,Persentase Biaya Manajemen MCN,Biaya Manajemen MCN(Rp),Persentase Pembagian Komisi Affiliate,Komisi Bersih Affiliate (Rp),Status Produk Affiliate,Catatan Produk,Tipe Pesanan,Status Pemebelian,Tag_link1,Tag_link2,Tag_link3,Tag_link4,Tag_link5,Platform
250605PM3ESJUN,Dibatalkan,202777505261985,2025-06-05 06:05:05,--,,starbee_cell,1177790839,C2C(Non-CB),26250130192,VIVO V15 RAM 8/256 GB FULLSET BERGARANSI TERMURAH,195105602612,Normal Product,,Handphone & Aksesoris,Handphone,,778000,0,Komisi XTRA,,0,778000,0.00%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Dibatalkan,Pembeli membatalkan pesanan.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250605PJX1WRV0,Selesai,202776250251311,2025-06-05 05:44:10,2025-06-08 14:02:30,2025-06-05 05:37:05,CCA66,397819303,Preferred(Non-CB),18195848984,HP Nokia NEW 130 2023 HANDPHONE Nokia Hp murah Mobile Phone 2 SIM,232359027919,Normal Product,,Handphone & Aksesoris,Handphone,,149776,1,Komisi XTRA,,142287,,1.00%,1422.87,1.00%,1422.87,2845.74,1422.87,1422.87,2845.74,,0,0.00%,0,100.00%,2845.74,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250605PH3X80T5,Selesai,202774300232973,2025-06-05 05:11:41,2025-06-09 12:50:20,2025-06-05 05:01:57,MKG Mall,1195099709,Preferred(Non-CB),26780230589,Rak Piring Wastafel  Dapur Stainless Steel Dengan Penutup Kabinet Rak Penyimpanan Piring Cuci Piring Wastafel Rak Piring Gantung,215901053354,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Rak Dapur,280000,1,Komisi XTRA,,182850,,1.00%,1828.5,7.00%,12799.5,14628,1828.5,12799.5,14628,,0,0.00%,0,100.00%,14628,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250605P2MAXCA6,Tertunda,202758744295169,2025-06-05 00:52:24,,2025-06-05 00:50:55,Smartgadgetin,288459561,Preferred(Non-CB),25352741376,HP VIVO Y17 Ram 8/256GB Smartphone 4G LET 6.35 inches Dual SIM 20MP+13MP Handphone Indonesia,29756631437,Normal Product,,Handphone & Aksesoris,Handphone,,590000,1,Komisi XTRA,,531000,,1.00%,5310,4.00%,21240,26550,5310,21240,26550,,0,0.00%,0,100.00%,26550,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250605P2M46251,Selesai,202758737207721,2025-06-05 00:52:17,2025-06-08 12:50:05,2025-06-05 00:51:41,Smartgadgetin,288459561,Preferred(Non-CB),25352741376,HP VIVO Y17 Ram 8/256GB Smartphone 4G LET 6.35 inches Dual SIM 20MP+13MP Handphone Indonesia,29756631443,Normal Product,,Handphone & Aksesoris,Handphone,,590000,1,Komisi XTRA,,531000,,1.00%,5310,4.00%,21240,26550,5310,21240,26550,,0,0.00%,0,100.00%,26550,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250605NVXYSPC5,Selesai,202752659250846,2025-06-04 23:10:59,2025-06-09 13:27:32,2025-06-04 23:10:49,Midishop ,543414563,Preferred(Non-CB),17991697442,PEKET HEMAT isi 24 mangkok ayam jago anti pecah,165524936917,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Mangkuk,34999,1,Komisi XTRA,,30999,,1.00%,309.99,7.00%,2169.93,2479.92,309.99,2169.93,2479.92,,0,0.00%,0,100.00%,2479.92,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604NS5V0GXQ,Selesai,202748595201919,2025-06-04 22:03:15,2025-06-10 08:22:14,2025-06-04 22:00:36,CCA66,397819303,Preferred(Non-CB),18195848984,HP Nokia NEW 130 2023 HANDPHONE Nokia Hp murah Mobile Phone 2 SIM,232359027921,Normal Product,,Handphone & Aksesoris,Handphone,,149887,1,Komisi XTRA,,139891,,1.00%,1398.91,1.00%,1398.91,2797.82,1398.91,1398.91,2797.82,,0,0.00%,0,100.00%,2797.82,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604NN78SVFG,Tertunda,202744347203995,2025-06-04 20:52:27,,2025-06-04 20:51:59,LESTARIGROSIR14,776444287,C2C(Non-CB),23753835701,VP 36 PCS / 3 LUSINAN PIRING ROTAN PLASTIK TEBAL,243427783952,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Piring,35600,1,Komisi XTRA,,35400,,0.00%,0,3.00%,1062,1062,0,1062,1062,,0,0.00%,0,100.00%,1062,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604NHY8GGYD,Tertunda,202740857230501,2025-06-04 19:54:17,,2025-06-04 19:47:10,mss_sugar,1219971071,Preferred(Non-CB),24272603983,HP Nokia 150 2023 2.4 inches dual card Ponsel lengkap baru,197415949261,Normal Product,,Handphone & Aksesoris,Handphone,,198000,1,Komisi XTRA,,186219,,1.00%,1862.19,4.00%,7448.76,9310.95,1862.19,7448.76,9310.95,,0,0.00%,0,100.00%,9310.95,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604NHVRDVXB,Selesai,202740773264320,2025-06-04 19:52:54,2025-06-08 10:55:07,2025-06-04 19:51:27,LESTARIGROSIR14,776444287,C2C(Non-CB),23753835701,VP 36 PCS / 3 LUSINAN PIRING ROTAN PLASTIK TEBAL,243427783952,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Piring,35600,1,Komisi XTRA,,35400,,0.00%,0,3.00%,1062,1062,0,1062,1062,,0,0.00%,0,100.00%,1062,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604NDTY6GB1,Tertunda,202736418286110,2025-06-04 18:40:18,,2025-06-04 18:39:40,Eatkit Autrorized Store Medan,548487485,Preferred(Non-CB),24276022250,[Medan Ready Stock] Eatkit Hampers Mangkok Set | Hampers Keramik Gaya Porselen Biru Dan Putih Gift Set | Mangkok Set Souvenir Bo,208448897688,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Mangkuk,38999,1,Komisi XTRA,,36099,,0.00%,0,3.00%,1082.97,1082.97,0,1082.97,1082.97,,0,0.00%,0,100.00%,1082.97,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604NDMH5XUF,Tertunda,202736202259217,2025-06-04 18:36:42,,2025-06-04 18:35:42,Alat Rumah Tangga Hokie,1012275234,Preferred(Non-CB),27617850972,PROMO 12 PCS PIRING MANGKOK SEMI MELAMIN MELAMINE MIE SOTO SEMI MELAMINE RAMEN BAKSO JEPANG SET,215648432280,Normal Product,280765120381121_0_0,Perlengkapan Rumah,Peralatan Makan,Piring,39994,1,Komisi XTRA,,39993,,1.00%,399.93,6.00%,2399.58,2799.51,399.93,2399.58,2799.51,,0,0.00%,0,100.00%,2799.51,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604NDMH5XUF,Tertunda,202736202259217,2025-06-04 18:36:42,,2025-06-04 18:35:42,Alat Rumah Tangga Hokie,1012275234,Preferred(Non-CB),29922884148,GRATIS Hadiah Spesial!!,257422338321,Normal Product,280765120381121_0_0,Buku & Alat Tulis,Pembungkus Kado & Kemasan,Kotak Kado,0,1,Komisi Shopee,,0,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604NA42WU12,Selesai,202732429219201,2025-06-04 17:33:49,2025-06-10 08:04:05,2025-06-04 17:33:26,sscjayashop,41646443,Preferred(Non-CB),18790093174,Paket hemat piring crystal isi 12 pcs berat 1 kg,146907474926,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Piring,11999,1,Komisi XTRA,,11999,,5.00%,599.95,10.00%,1199.9,1799.85,599.95,1199.9,1799.85,,0,0.00%,0,100.00%,1799.85,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604N99J6Q2V,Selesai,202731539267715,2025-06-04 17:18:59,2025-06-10 05:19:55,2025-06-04 10:22:41,CCA66,397819303,Preferred(Non-CB),18195848984,HP Nokia NEW 130 2023 HANDPHONE Nokia Hp murah Mobile Phone 2 SIM,232359027919,Normal Product,,Handphone & Aksesoris,Handphone,,149776,1,Komisi XTRA,,143784,,1.00%,1437.84,1.00%,1437.84,2875.68,1437.84,1437.84,2875.68,,0,0.00%,0,100.00%,2875.68,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604MVTASKCF,Selesai,202718143278516,2025-06-04 13:35:43,2025-06-06 05:55:38,2025-06-04 13:27:27,LESTARIGROSIR14,776444287,C2C(Non-CB),23753835701,VP 36 PCS / 3 LUSINAN PIRING ROTAN PLASTIK TEBAL,243427783952,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Piring,35600,1,Komisi XTRA,,35400,,0.00%,0,3.00%,1062,1062,0,1062,1062,,0,0.00%,0,100.00%,1062,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604MQ6PYAUY,Dibatalkan,202712116254101,2025-06-04 11:55:16,--,2025-06-04 11:48:35,Hospot.StoreTwo,886111945,C2C(Non-CB),25652205730,HP VIVO Y17 8 256GB  GARANSI Toko,240057815997,Normal Product,,Handphone & Aksesoris,Handphone,,585000,0,Komisi XTRA,,0,517500,0.00%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Dibatalkan,Pengiriman gagal.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604MPEWVRX8,Tertunda,202711318206269,2025-06-04 11:41:58,,2025-06-04 11:38:34,mss_sugar,1219971071,Preferred(Non-CB),24272603983,HP Nokia 150 2023 2.4 inches dual card Ponsel lengkap baru,197415949261,Normal Product,,Handphone & Aksesoris,Handphone,,198000,1,Komisi XTRA,,180338,,1.00%,1803.38,4.00%,7213.52,9016.9,3714.04,14856.16,18570.2,,0,0.00%,0,100.00%,18570.2,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604MPEWVRX8,Tertunda,202711318206269,2025-06-04 11:41:58,,2025-06-04 11:38:34,mss_sugar,1219971071,Preferred(Non-CB),24272603983,HP Nokia 150 2023 2.4 inches dual card Ponsel lengkap baru,197415949262,Normal Product,,Handphone & Aksesoris,Handphone,,209779,1,Komisi XTRA,,191066,,1.00%,1910.66,4.00%,7642.64,9553.3,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604MN8T69KB,Selesai,202710039252342,2025-06-04 11:20:39,2025-06-08 19:53:14,2025-06-04 11:20:17,LESTARIGROSIR14,776444287,C2C(Non-CB),23753835701,VP 36 PCS / 3 LUSINAN PIRING ROTAN PLASTIK TEBAL,243427783952,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Piring,35600,1,Komisi XTRA,,35600,,0.00%,0,3.00%,1068,1068,0,1068,1068,,0,0.00%,0,100.00%,1068,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604MK7FP8R8,Selesai,202707847206565,2025-06-04 10:44:07,2025-06-06 11:30:41,2025-06-04 10:43:39,188.toko,154542224,Preferred(Non-CB),24210628372,HP Nokia 130/2023 Garansi Toko,69742523134,Normal Product,,Handphone & Aksesoris,Handphone,,159000,1,Komisi XTRA,,151050,,1.00%,1510.5,3.00%,4531.5,6042,1510.5,4531.5,6042,,0,0.00%,0,100.00%,6042,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604MF1SKC96,Selesai,202703361291861,2025-06-04 09:29:21,2025-06-10 06:28:11,2025-06-04 09:19:21,Midishop ,543414563,Preferred(Non-CB),23482412532,PAKET HEMAT isi 12 pcs mangkok MICROWAVE BOWL Ramah lingkungan,198112581898,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Mangkuk,10999,1,Komisi XTRA,,10450,,1.00%,104.5,7.00%,731.5,836,104.5,731.5,836,,0,0.00%,0,100.00%,836,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604M65TY9G2,Tertunda,202693833271557,2025-06-04 06:50:33,,2025-06-04 06:47:14,CelluVerse88,817245183,C2C(Non-CB),22870583570,HP VIVO Y19 RAM 8/256GB 4G Smartphone Android GARANSI,245233457880,Normal Product,,Handphone & Aksesoris,Handphone,,585000,1,Komisi XTRA,,546250,,0.00%,0,1.50%,8193.75,8193.75,0,8193.75,8193.75,,0,0.00%,0,100.00%,8193.75,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604M4BHKGV2,Selesai,202691877294620,2025-06-04 06:17:57,2025-06-07 14:24:19,2025-06-04 06:17:43,CCA66,397819303,Preferred(Non-CB),18195848984,HP Nokia NEW 130 2023 HANDPHONE Nokia Hp murah Mobile Phone 2 SIM,232359027919,Normal Product,,Handphone & Aksesoris,Handphone,,149776,1,Komisi XTRA,,136594,,1.00%,1365.94,1.00%,1365.94,2731.88,1365.94,1365.94,2731.88,,0,0.00%,0,100.00%,2731.88,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604KYJR34N3,Selesai,202686750279076,2025-06-04 04:52:30,2025-06-08 12:46:48,2025-06-04 04:52:10,NBDD68,533457811,Preferred(Non-CB),22030816521,hp nokia jadul 105 19 garansi bisa Indonesia Dual Sim,231193123696,Normal Product,,Handphone & Aksesoris,Handphone,,108773,1,Komisi XTRA,,95937,,1.00%,959.37,3.00%,2878.11,3837.48,959.37,2878.11,3837.48,,0,0.00%,0,100.00%,3837.48,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250604KXDA9PAB,Tertunda,202685494298977,2025-06-04 04:31:33,,2025-06-04 04:21:11,NBDD68,533457811,Preferred(Non-CB),22030816521,hp nokia jadul 105 19 garansi bisa Indonesia Dual Sim,231193123696,Normal Product,,Handphone & Aksesoris,Handphone,,108773,1,Komisi XTRA,,101267,,1.00%,1012.67,3.00%,3038.01,4050.68,1012.67,3038.01,4050.68,,0,0.00%,0,100.00%,4050.68,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250603K98TSRTJ,Tertunda,202662795241220,2025-06-03 22:13:15,,2025-06-03 22:12:50,NBDD68,533457811,Preferred(Non-CB),19695818988,nokia 130 2023 HANDPHONE murah Mobile Phone 2 SIM,197203896914,Normal Product,,Handphone & Aksesoris,Handphone,,149776,1,Komisi XTRA,,131802,,1.00%,1318.02,3.00%,3954.06,5272.08,1318.02,3954.06,5272.08,,0,0.00%,0,100.00%,5272.08,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250603JMJQYW6K,Selesai,202640579267736,2025-06-03 16:03:00,2025-06-07 18:36:56,2025-06-03 07:40:59,NBDD68,533457811,Preferred(Non-CB),22030816521,hp nokia jadul 105 19 garansi bisa Indonesia Dual Sim,231193123699,Normal Product,,Handphone & Aksesoris,Handphone,,106920,1,Komisi XTRA,,102920,,1.00%,1029.2,3.00%,3087.6,4116.8,1029.2,3087.6,4116.8,,0,0.00%,0,100.00%,4116.8,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250603HRGRSD4T,Selesai,202610448225489,2025-06-03 07:40:48,2025-06-06 20:14:04,2025-06-03 07:40:04,LESTARIGROSIR14,776444287,C2C(Non-CB),23753835701,VP 36 PCS / 3 LUSINAN PIRING ROTAN PLASTIK TEBAL,243427783952,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Piring,35600,1,Komisi XTRA,,35400,,0.00%,0,3.00%,1062,1062,0,1062,1062,,0,0.00%,0,100.00%,1062,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250603HGRBWDUS,Dibatalkan,202602113221963,2025-06-03 05:21:52,--,2025-06-03 05:19:49,Bohancell,461345307,Preferred(Non-CB),22470840811,Hp Second Termurah Vivo Y66 Ram 3GB Internal 32GB Original,235929118669,Normal Product,,Handphone & Aksesoris,Handphone,,415000,0,Komisi XTRA,,0,373500,1.00%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Dibatalkan,Pesanan tidak memenuhi S&K.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250603H1WHYPXU,Selesai,202586181230034,2025-06-03 00:56:21,2025-06-09 12:13:43,2025-06-03 00:49:35,Jc_phonestore,907321252,C2C(Non-CB),22183059993,VIVO Y17 RAM 8/256 GB FULLSET BERGARANSI 12 BULAN,127799966748,Normal Product,,Handphone & Aksesoris,Handphone,,585090,4,Komisi XTRA,,2239995,,0.00%,0,5.00%,111999.75,111999.75,0,111999.75,111999.75,,0,0.00%,0,100.00%,111999.75,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250602GRYKG15U,Selesai,202576586254331,2025-06-02 22:16:26,2025-06-08 02:03:46,2025-06-02 22:14:07,LESTARIGROSIR14,776444287,C2C(Non-CB),23753835701,VP 36 PCS / 3 LUSINAN PIRING ROTAN PLASTIK TEBAL,243427783952,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Piring,35600,2,Komisi XTRA,,67450,,0.00%,0,3.00%,2023.5,2023.5,0,2023.5,2023.5,,0,0.00%,0,100.00%,2023.5,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250602GPJSW9B5,Selesai,202574009288036,2025-06-02 21:33:30,2025-06-05 19:02:55,2025-06-02 21:30:12,TopGadgetShop,960718609,C2C(Non-CB),24356736896,HP SAMSUNG GALAXY A14 RAM 6/128GB | FULLSET | GARANSI 1 TAHUN,168022546120,Normal Product,,Handphone & Aksesoris,Handphone,,1011000,1,Komisi XTRA,,930120,,0.00%,0,2.50%,23253,23253,0,23253,23253,,0,0.00%,0,100.00%,23253,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250602GAK3APDV,Selesai,202561134268777,2025-06-02 17:58:54,2025-06-07 20:14:28,2025-06-02 17:58:28,LESTARIGROSIR14,776444287,C2C(Non-CB),23753835701,VP 36 PCS / 3 LUSINAN PIRING ROTAN PLASTIK TEBAL,243427783952,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Piring,35600,1,Komisi XTRA,,35600,,0.00%,0,3.00%,1068,1068,0,1068,1068,,0,0.00%,0,100.00%,1068,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250526U9H400E0,Selesai,201937951234764,2025-05-26 12:52:31,2025-05-31 17:55:03,2025-05-24 13:31:13,Harumme Official Shop,1071319516,C2C(Non-CB),20595323775,Harumme - Parfum Pria Wangi Dijamin Tahan Lama Inspired By Eros - Garansi Uang Kembali Jika Wangi Tidak Memuaskan,240033845947,Normal Product,,Perawatan & Kecantikan,Parfum & Wewangian,,24420,1,Komisi XTRA,,24420,,0.00%,0,10.00%,2442,2442,0,4884,4884,,0,0.00%,0,100.00%,4884,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250526U9H400E0,Selesai,201937951234764,2025-05-26 12:52:31,2025-05-31 17:55:03,2025-05-24 13:31:13,Harumme Official Shop,1071319516,C2C(Non-CB),24451312993,Harumme - Parfum Pria Wangi Dijamin Tahan Lama Inspired By One Million Lucky - Garansi Uang Kembali Jika Wangi Tidak Memuaskan,255033841602,Normal Product,,Perawatan & Kecantikan,Parfum & Wewangian,,24420,1,Komisi XTRA,,24420,,0.00%,0,10.00%,2442,2442,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250525QDUTCW0C,Dibatalkan,201805166288701,2025-05-24 23:59:27,--,2025-05-24 23:59:09,GALLERY FITRIA OFFICIAL,65862592,Preferred(Non-CB),9290707509,GF -  INNER DRESS [SLEEVLEES] dress Bumil | Busui Friendly SINGLET DALEMAN GAMIS MUSLIM SMLXL,118327682286,Normal Product,,Pakaian Wanita,Baju Hamil,Dress Hamil,69300,0,Komisi XTRA,,0,65835,0.00%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Dibatalkan,Pesanan tidak memenuhi S&K.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250524Q5NC8QX0,Selesai,201796360206513,2025-05-24 21:32:40,2025-05-30 07:39:18,2025-05-24 21:31:00,La Tahzan Fashion,98707240,Preferred(Non-CB),27362171589,Miranda Dress Rayon 3/4 / Daster Rayon Premium / Dress Busui Friendly / Midi Dress,218127943377,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,60900,1,Komisi XTRA,,57855,,1.00%,578.55,6.00%,3471.3,4049.85,578.55,3471.3,4049.85,,0,0.00%,0,100.00%,4049.85,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250524Q3E25JF3,Selesai,201793967247373,2025-05-24 20:52:47,2025-05-31 00:28:27,2025-05-24 20:50:49,Batik sragen,631691834,Preferred(Non-CB),17404081702,PROMO 10 MOTIF FULL FURING / Tunik dress wanita lapis furing kain halus murah / bahan katun SANFORis halus dan lembut / garansi ,96925654292,Normal Product,,Pakaian Wanita,Pakaian Tradisional,Dress Tradisional,155100,1,Komisi XTRA,,131614,,0.00%,0,4.00%,5264.56,5264.56,0,5264.56,5264.56,,0,0.00%,0,100.00%,5264.56,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250524Q1EF29JJ,Selesai,201791833298833,2025-05-24 20:17:13,2025-06-03 21:00:32,2025-05-24 20:09:35,Batik Ajeng Maharani,959275896,Preferred(Non-CB),29206222245,PAKET DASTER LOWO JUMBO 4PCS 100 RIBU MOTIF RANDOM BAHAN RAYON ADEM,137993168859,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,128000,1,Komisi XTRA,,108195,,0.00%,0,4.00%,4327.8,4327.8,0,4327.8,4327.8,,0,0.00%,0,100.00%,4327.8,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250524PNWXT32K,Selesai,201779468210375,2025-05-24 16:51:08,2025-05-27 17:40:26,2025-05-24 16:44:24,BIGSIZE_COLLECTION,1093154339,C2C(Non-CB),29313463192,long dress jumbo ld 120-140cm/dress labubu,241736565745,Normal Product,,Pakaian Wanita,Dress,,39800,1,Komisi XTRA,,39800,,0.00%,0,7.00%,2786,2786,0,5572,5572,,0,0.00%,0,100.00%,5572,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250524PNWXT32K,Selesai,201779468210375,2025-05-24 16:51:08,2025-05-27 17:40:26,2025-05-24 16:44:24,BIGSIZE_COLLECTION,1093154339,C2C(Non-CB),29313463192,long dress jumbo ld 120-140cm/dress labubu,241736565747,Normal Product,,Pakaian Wanita,Dress,,39800,1,Komisi XTRA,,39800,,0.00%,0,7.00%,2786,2786,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250524NV0WJ9VG,Selesai,201751650282062,2025-05-24 09:07:30,2025-05-29 08:42:08,2025-05-24 09:04:38,Tay led ig grosir,1421071143,C2C(Non-CB),28920711218,Dress cantik dress Wanita Terbaru 2024 / Long Dress Full Plisket / Dress Jumbo / Dress Termurah / Dress Terlaris / Dress Gratis ,252255810673,Normal Product,,Pakaian Wanita,Dress,,16000,1,Komisi XTRA,,16000,,0.00%,0,4.00%,640,640,0,2560,2560,,0,0.00%,0,100.00%,2560,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250524NV0WJ9VG,Selesai,201751650282062,2025-05-24 09:07:30,2025-05-29 08:42:08,2025-05-24 09:04:38,Tay led ig grosir,1421071143,C2C(Non-CB),28920711218,Dress cantik dress Wanita Terbaru 2024 / Long Dress Full Plisket / Dress Jumbo / Dress Termurah / Dress Terlaris / Dress Gratis ,252255810681,Normal Product,,Pakaian Wanita,Dress,,16000,1,Komisi XTRA,,16000,,0.00%,0,4.00%,640,640,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250524NV0WJ9VG,Selesai,201751650282062,2025-05-24 09:07:30,2025-05-29 08:42:08,2025-05-24 09:04:38,Tay led ig grosir,1421071143,C2C(Non-CB),28920711218,Dress cantik dress Wanita Terbaru 2024 / Long Dress Full Plisket / Dress Jumbo / Dress Termurah / Dress Terlaris / Dress Gratis ,252255810685,Normal Product,,Pakaian Wanita,Dress,,16000,1,Komisi XTRA,,16000,,0.00%,0,4.00%,640,640,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
